Date,Open,High,Low,Close,Adj Close,Volume
2021-08-09,110.261002,110.310997,110.028,110.259003,110.259003,0
2021-08-10,110.318001,110.585999,110.303001,110.306,110.306,0
2021-08-11,110.598999,110.803001,110.387001,110.598,110.598,0
2021-08-12,110.364998,110.526001,110.316002,110.374001,110.374001,0
2021-08-13,110.412003,110.455002,109.735001,110.403,110.403,0
2021-08-16,109.594002,109.594002,109.112999,109.624001,109.624001,0
2021-08-17,109.302002,109.648003,109.138,109.296997,109.296997,0
2021-08-18,109.541,109.944,109.483002,109.537003,109.537003,0
2021-08-19,109.851997,110.209999,109.492996,109.842003,109.842003,0
2021-08-20,109.781998,109.885002,109.578003,109.767998,109.767998,0
2021-08-23,109.863998,110.139999,109.730003,109.839996,109.839996,0
2021-08-24,109.671997,109.876999,109.421997,109.678001,109.678001,0
2021-08-25,109.741997,110.099998,109.684998,109.730003,109.730003,0
2021-08-26,109.997002,110.222,109.926003,109.975998,109.975998,0
2021-08-27,110.038002,110.257004,109.835999,110.047997,110.047997,0
2021-08-30,109.841003,109.956001,109.706001,109.864998,109.864998,0
2021-08-31,109.939003,110.067001,109.602997,109.944,109.944,0
2021-09-01,110.061996,110.410004,109.883003,110.056,110.056,0
2021-09-02,110.106003,110.106003,109.928001,110.096001,110.096001,0
2021-09-03,109.945,110.066002,109.603996,109.945,109.945,0
2021-09-06,109.778,109.931,109.749001,109.764,109.764,0
2021-09-07,109.819,110.250999,109.686996,109.82,109.82,0
2021-09-08,110.289001,110.440002,110.139999,110.295998,110.295998,0
2021-09-09,110.220001,110.267998,109.752998,110.218002,110.218002,0
2021-09-10,109.774002,109.984001,109.700996,109.780998,109.780998,0
2021-09-13,109.908997,110.155998,109.899002,109.915001,109.915001,0
2021-09-14,109.990997,110.143997,109.619003,109.994003,109.994003,0
2021-09-15,109.711998,109.717003,109.113998,109.719002,109.719002,0
2021-09-16,109.390999,109.823997,109.214996,109.383003,109.383003,0
2021-09-17,109.685997,110.071999,109.667999,109.698997,109.698997,0
2021-09-20,109.980003,110.032997,109.43,109.971001,109.971001,0
2021-09-21,109.433998,109.695,109.190002,109.436996,109.436996,0
2021-09-22,109.153999,109.639999,109.129997,109.149002,109.149002,0
2021-09-23,109.808998,110.195,109.792,109.821999,109.821999,0
2021-09-24,110.322998,110.738998,110.310997,110.325996,110.325996,0
2021-09-27,110.75,111.055,110.533997,110.764,110.764,0
2021-09-28,110.961998,111.628998,110.936996,110.963997,110.963997,0
2021-09-29,111.513,111.917,111.219002,111.528,111.528,0
2021-09-30,111.921997,112.068001,111.414001,111.935997,111.935997,0
2021-10-01,111.463997,111.480003,110.912003,111.460999,111.460999,0
2021-10-04,110.962997,111.297997,110.842003,110.946999,110.946999,0
2021-10-05,110.969002,111.553001,110.875999,110.968002,110.968002,0
2021-10-06,111.519997,111.773003,111.205002,111.487,111.487,0
2021-10-07,111.406998,111.545998,111.242996,111.413002,111.413002,0
2021-10-08,111.672997,112.177002,111.522003,111.662003,111.662003,0
2021-10-11,112.272003,113.384003,112.182999,112.269997,112.269997,0
2021-10-12,113.411003,113.777,113.016998,113.388,113.388,0
2021-10-13,113.536003,113.788002,113.248001,113.518997,113.518997,0
2021-10-14,113.295998,113.707001,113.278,113.301003,113.301003,0
2021-10-15,113.835999,114.446999,113.816002,113.834,113.834,0
2021-10-18,114.308998,114.435997,114.019997,114.323997,114.323997,0
2021-10-19,114.291,114.346001,113.883003,114.285004,114.285004,0
2021-10-20,114.527,114.684998,114.140999,114.542999,114.542999,0
2021-10-21,114.383003,114.389999,113.671997,114.389,114.389,0
2021-10-22,113.848,114.184998,113.514999,113.849998,113.849998,0
2021-10-25,113.638,113.896004,113.489998,113.664001,113.664001,0
2021-10-26,113.755997,114.297997,113.724998,113.764999,113.764999,0
2021-10-27,114.178001,114.214996,113.417,114.188004,114.188004,0
2021-10-28,113.771004,113.856003,113.254997,113.776001,113.776001,0
2021-10-29,113.643997,114.085999,113.394997,113.615997,113.615997,0
2021-11-01,114.218002,114.433998,114.029999,114.236,114.236,0
2021-11-02,114.084,114.134003,113.466003,114.094002,114.094002,0
2021-11-03,113.967003,114.141998,113.722,113.961998,113.961998,0
2021-11-04,114.066002,114.273003,113.527,114.07,114.07,0
2021-11-05,113.824997,114.0,113.428001,113.836998,113.836998,0
2021-11-08,113.462997,113.662003,113.082001,113.474998,113.474998,0
2021-11-09,113.242996,113.252998,112.731003,113.253998,113.253998,0
2021-11-10,112.913002,113.935997,112.774002,112.912003,112.912003,0
2021-11-11,113.929001,114.126999,113.814003,113.904999,113.904999,0
2021-11-12,114.047997,114.297997,113.771004,114.042999,114.042999,0
2021-11-15,113.990997,114.041,113.760002,113.981003,113.981003,0
2021-11-16,114.130997,114.630997,114.110001,114.132004,114.132004,0
2021-11-17,114.916,114.942001,114.330002,114.903999,114.903999,0
2021-11-18,114.209999,114.474998,113.884003,114.190002,114.190002,0
2021-11-19,114.32,114.521004,113.603996,114.281998,114.281998,0
2021-11-22,114.139,114.806999,114.018997,114.138,114.138,0
2021-11-23,114.802002,115.146004,114.550003,114.790001,114.790001,0
2021-11-24,115.156998,115.475998,114.829002,115.140999,115.140999,0
2021-11-25,115.414001,115.435997,115.236,115.407997,115.407997,0
2021-11-26,115.101997,115.101997,113.056,115.069,115.069,0
2021-11-29,113.705002,113.933998,113.035004,113.719002,113.719002,0
2021-11-30,113.806999,113.885002,112.542999,113.804001,113.804001,0
2021-12-01,113.263,113.612999,112.774002,113.299004,113.299004,0
2021-12-02,112.862999,113.308998,112.713997,112.882004,112.882004,0
2021-12-03,113.026001,113.606003,112.860001,113.022003,113.022003,0
2021-12-06,113.011002,113.482002,112.856003,113.042,113.042,0
2021-12-07,113.486,113.773003,113.410004,113.458,113.458,0
2021-12-08,113.515999,113.93,113.323997,113.525002,113.525002,0
2021-12-09,113.713997,113.806,113.283997,113.683998,113.683998,0
2021-12-10,113.438004,113.786003,113.237,113.447998,113.447998,0
2021-12-13,113.510002,113.721001,113.386002,113.500999,113.500999,0
2021-12-14,113.573997,113.749001,113.439003,113.577003,113.577003,0
2021-12-15,113.738998,113.897003,113.630997,113.742996,113.742996,0
2021-12-16,114.155998,114.245003,113.564003,114.136002,114.136002,0
2021-12-17,113.68,113.845001,113.151001,113.663002,113.663002,0
2021-12-20,113.551003,113.684998,113.331001,113.517998,113.517998,0
2021-12-21,113.658997,114.163002,113.567001,113.662003,113.662003,0
2021-12-22,114.014999,114.362,114.000999,113.994003,113.994003,0
2021-12-23,114.124001,114.441002,114.107002,114.121002,114.121002,0
2021-12-24,114.457001,114.504997,114.299004,114.458,114.458,0
2021-12-27,114.337997,114.901001,114.319,114.333,114.333,0
2021-12-28,114.788002,114.933998,114.709,114.792,114.792,0
2021-12-29,114.766998,115.031998,114.672997,114.773003,114.773003,0
2021-12-30,114.957001,115.199997,114.946999,114.947998,114.947998,0
2021-12-31,115.058998,115.192001,115.004997,115.063004,115.063004,0
2022-01-03,115.136002,115.360001,114.973999,115.141998,115.141998,0
2022-01-04,115.316002,116.339996,115.299004,115.328003,115.328003,0
2022-01-05,116.165001,116.235001,115.626999,116.174004,116.174004,0
2022-01-06,116.128998,116.179001,115.653999,116.127998,116.127998,0
2022-01-07,115.870003,116.029999,115.591003,115.864998,115.864998,0
2022-01-10,115.622002,115.842003,115.044998,115.617996,115.617996,0
2022-01-11,115.282997,115.676003,115.137001,115.278,115.278,0
2022-01-12,115.331001,115.459,114.714996,115.331001,115.331001,0
2022-01-13,114.669998,114.692001,114.005997,114.675003,114.675003,0
2022-01-14,114.100998,114.170998,113.504997,114.117996,114.117996,0
2022-01-17,114.306,114.636002,114.283997,114.306,114.306,0
2022-01-18,114.570999,115.030998,114.449997,114.570999,114.570999,0
2022-01-19,114.556,114.767998,114.221001,114.554001,114.554001,0
2022-01-20,114.347,114.530998,113.977997,114.347,114.347,0
2022-01-21,113.945999,114.017998,113.619003,113.992996,113.992996,0
2022-01-24,113.786003,113.989998,113.488998,113.785004,113.785004,0
2022-01-25,114.014999,114.143997,113.675003,114.011002,114.011002,0
2022-01-26,113.890999,114.376999,113.788002,113.875,113.875,0
2022-01-27,114.717003,115.481003,114.486,114.721001,114.721001,0
2022-01-28,115.367996,115.669998,115.137001,115.351997,115.351997,0
2022-01-31,115.238998,115.577003,115.176003,115.262001,115.262001,0
2022-02-01,115.143997,115.192001,114.568001,115.121002,115.121002,0
2022-02-02,114.724998,114.795998,114.193001,114.736,114.736,0
2022-02-03,114.367996,114.969002,114.325996,114.382004,114.382004,0
2022-02-04,114.969002,115.426003,114.780998,114.957001,114.957001,0
2022-02-07,115.246002,115.373001,114.918999,115.223999,115.223999,0
2022-02-08,115.066002,115.617996,115.066002,115.063004,115.063004,0
2022-02-09,115.542,115.583,115.319,115.530998,115.530998,0
2022-02-10,115.599998,116.323997,115.485001,115.601997,115.601997,0
2022-02-11,116.049004,116.166,115.776001,116.046997,116.046997,0
2022-02-14,115.558998,115.723999,115.019997,115.584,115.584,0
2022-02-15,115.542,115.869003,115.255997,115.536003,115.536003,0
2022-02-16,115.639999,115.774002,115.390999,115.635002,115.635002,0
2022-02-17,115.393997,115.528,114.861,115.387001,115.387001,0
2022-02-18,114.856003,115.264,114.787003,114.865997,114.865997,0
2022-02-21,114.956001,115.106003,114.799004,114.960999,114.960999,0
2022-02-22,114.583,115.232002,114.526001,114.609001,114.609001,0
2022-02-23,115.101997,115.184998,114.967003,115.096001,115.096001,0
2022-02-24,114.916,115.625999,114.414001,114.898003,114.898003,0
2022-02-25,115.546997,115.630997,115.152,115.570999,115.570999,0
2022-02-28,115.587997,115.647003,115.093002,115.584999,115.584999,0
2022-03-01,115.082001,115.264999,114.719002,115.078003,115.078003,0
2022-03-02,114.815002,115.68,114.794998,114.833,114.833,0
2022-03-03,115.497002,115.800003,115.495003,115.518997,115.518997,0
2022-03-04,115.480003,115.532997,114.651001,115.473999,115.473999,0
2022-03-07,114.936996,115.471001,114.842003,114.949997,114.949997,0
2022-03-08,115.369003,115.776001,115.332001,115.373001,115.373001,0
2022-03-09,115.741997,115.941002,115.579002,115.722,115.722,0
2022-03-10,115.911003,116.190002,115.82,115.908997,115.908997,0
2022-03-11,116.158997,117.164001,116.150002,116.179001,116.179001,0
2022-03-14,117.503998,118.058998,117.467003,117.528999,117.528999,0
2022-03-15,118.218002,118.433998,117.745003,118.218002,118.218002,0
2022-03-16,118.311996,118.500999,118.171997,118.292,118.292,0
2022-03-17,118.890999,118.998001,118.421997,118.870003,118.870003,0
2022-03-18,118.485001,119.389,118.485001,118.486,118.486,0
2022-03-21,119.261002,119.292999,119.099998,119.263,119.263,0
2022-03-22,119.594002,120.975998,119.594002,119.594002,119.594002,0
2022-03-23,121.264999,121.299004,120.627998,121.339996,121.339996,0
2022-03-24,121.138,122.102997,120.980003,121.126999,121.126999,0
2022-03-25,122.349998,122.349998,121.217003,122.346001,122.346001,0
2022-03-28,122.269997,125.055,122.158997,122.269997,122.269997,0
2022-03-29,123.660004,124.209,122.057999,123.660004,123.660004,0
2022-03-30,123.125,123.023003,121.316002,123.125,123.125,0
2022-03-31,122.021004,122.416,121.291,122.021004,122.021004,0
2022-04-01,121.755997,122.997002,121.742996,121.755997,121.755997,0
2022-04-04,122.610001,122.928001,122.288002,122.610001,122.610001,0
2022-04-05,122.808998,123.499001,122.419998,122.808998,122.808998,0
2022-04-06,123.655998,124.043999,123.587997,123.655998,123.655998,0
2022-04-07,123.723,123.995003,123.508003,123.723,123.723,0
2022-04-08,124.096001,124.650002,123.682999,124.096001,124.096001,0
2022-04-11,124.385002,125.761002,124.302002,124.385002,124.385002,0
2022-04-12,125.472,125.742996,124.873001,125.472,125.472,0
2022-04-13,125.416,126.296997,125.371002,125.416,125.416,0
2022-04-14,125.376999,125.987999,125.130997,125.376999,125.376999,0
2022-04-15,126.179001,126.670998,126.069,126.179001,126.179001,0
2022-04-18,126.617996,126.790001,126.263,126.617996,126.617996,0
2022-04-19,127.098,128.860992,127.039001,127.098,127.098,0
2022-04-20,129.332993,129.373993,127.511002,129.332993,129.332993,0
2022-04-21,128.013,128.695999,127.827003,128.013,128.013,0
2022-04-22,128.408005,129.059006,127.806999,128.408005,128.408005,0
2022-04-25,128.604996,128.822006,127.525002,128.604996,128.604996,0
2022-04-26,127.744003,128.188004,127.043999,127.744003,127.744003,0
2022-04-27,127.265999,128.578003,127.259003,127.265999,127.265999,0
2022-04-28,128.393997,131.220993,128.367996,128.393997,128.393997,0
2022-04-29,130.811005,130.809998,129.460007,130.811005,130.811005,0
2022-05-02,130.011002,130.470993,129.615997,130.011002,130.011002,0
2022-05-03,130.112,130.279999,129.718994,130.112,130.112,0
2022-05-04,130.115997,130.197998,129.802994,130.115997,130.115997,0
2022-05-05,129.223007,130.432007,128.774994,129.223007,129.223007,0
2022-05-06,130.330002,130.804993,130.220993,130.330002,130.330002,0
2022-05-09,130.748993,131.324997,130.149994,130.748993,130.748993,0
2022-05-10,130.376999,130.528,129.815002,130.376999,130.376999,0
2022-05-11,130.350998,130.783005,129.612,130.350998,130.350998,0
2022-05-12,129.835007,129.897995,127.584999,129.835007,129.835007,0
2022-05-13,128.587997,129.436996,128.365997,128.587997,128.587997,0
2022-05-16,129.432007,129.604004,128.705994,129.432007,129.432007,0
2022-05-17,128.923004,129.75,128.839996,128.923004,128.923004,0
2022-05-18,129.453995,129.432999,128.119995,129.453995,129.453995,0
2022-05-19,127.914001,128.938004,127.028999,127.914001,127.914001,0
2022-05-20,127.832001,128.283997,127.537003,127.832001,127.832001,0
2022-05-23,127.903,127.932999,127.167,127.903,127.903,0
2022-05-24,127.846001,128.050003,126.391998,127.846001,127.846001,0
2022-05-25,126.768997,127.415001,126.675003,126.768997,126.768997,0
2022-05-26,127.152,127.559998,126.569,127.152,127.152,0
2022-05-27,127.044998,127.210999,126.677002,127.044998,127.044998,0
2022-05-30,127.285004,127.806,126.870003,127.285004,127.285004,0
2022-05-31,127.783997,128.878006,127.653,127.783997,127.783997,0
2022-06-01,128.735992,130.115997,128.800003,128.735992,128.735992,0
2022-06-02,130.121994,130.181,129.526993,130.121994,130.121994,0
2022-06-03,129.917999,130.970993,129.695007,129.917999,129.917999,0
2022-06-06,130.707001,131.675995,130.473007,130.707001,130.707001,0
2022-06-07,132.175995,132.988007,132.097,132.175995,132.175995,0
2022-06-08,132.847,134.436005,132.733002,132.847,132.847,0
2022-06-09,134.429993,134.554001,133.190994,134.429993,134.429993,0
2022-06-10,134.417999,134.380997,133.386993,134.417999,134.417999,0
2022-06-13,134.813995,135.158005,133.608994,134.813995,134.813995,0
2022-06-14,134.225006,134.968002,133.899994,134.225006,134.225006,0
2022-06-15,135.294006,135.285004,134.296997,135.294006,135.294006,0
2022-06-16,134.115005,134.671997,131.546997,134.115005,134.115005,0
2022-06-17,132.421005,135.412003,132.186996,132.421005,132.421005,0
2022-06-20,135.276001,135.412003,134.548996,135.276001,135.276001,0
2022-06-21,135.087006,136.328995,134.945007,135.087006,135.087006,0
2022-06-22,136.268997,136.595001,135.751007,136.268997,136.268997,0
2022-06-23,136.024002,136.181,134.294006,136.024002,136.024002,0
2022-06-24,134.839996,135.272003,134.369995,134.839996,134.839996,0
2022-06-27,135.061996,135.539001,134.535004,135.061996,135.061996,0
2022-06-28,135.434998,136.302994,135.123993,135.434998,135.434998,0
2022-06-29,136.046997,136.996994,135.811005,136.046997,136.046997,0
2022-06-30,136.589005,136.798996,135.686996,136.589005,136.589005,0
2022-07-01,135.785995,135.977005,134.796005,135.785995,135.785995,0
2022-07-04,135.042999,135.770996,134.798004,135.042999,135.042999,0
2022-07-05,135.839996,136.345001,135.554993,135.839996,135.839996,0
2022-07-06,135.520996,135.962006,134.975006,135.520996,135.520996,0
2022-07-07,135.966003,136.203995,135.570007,135.966003,135.966003,0
2022-07-08,135.912994,136.544006,135.356995,135.912994,135.912994,0
2022-07-11,136.300995,137.744995,136.270004,136.300995,136.300995,0
2022-07-12,137.388,137.501999,136.496002,137.388,137.388,0
2022-07-13,136.725998,137.858002,136.731003,136.725998,136.725998,0
2022-07-14,137.628006,139.376999,137.604996,137.628006,137.628006,0
2022-07-15,138.966995,139.074005,138.404007,138.966995,138.966995,0
2022-07-18,138.313995,138.436996,137.895996,138.313995,138.313995,0
2022-07-19,138.229004,138.386993,137.386002,138.229004,138.229004,0
2022-07-20,138.190994,138.365005,137.914001,138.190994,138.190994,0
2022-07-21,138.395004,138.867004,137.722,138.395004,138.395004,0
2022-07-22,137.098007,137.938995,135.595993,137.098007,137.098007,0
2022-07-25,136.311996,136.783005,135.936005,136.311996,136.311996,0
2022-07-26,136.431,136.834,136.292007,136.431,136.431,0
2022-07-27,136.970001,137.343002,136.550995,136.970001,136.970001,0
2022-07-28,136.110992,136.410995,134.354996,136.110992,136.110992,0
2022-07-29,134.397003,134.649994,132.552002,134.397003,134.397003,0
2022-08-01,133.406998,133.365005,131.621994,133.406998,133.406998,0
2022-08-02,131.572006,132.365997,130.429993,131.572006,131.572006,0
2022-08-03,133.378998,134.529999,132.341003,133.378998,133.378998,0
2022-08-04,133.962006,134.388,133.070007,133.962006,133.962006,0
2022-08-05,132.621002,135.455994,132.589996,132.621002,132.621002,0
2022-08-08,135.057007,135.518005,134.382004,135.057007,135.057007,0
2022-08-09,134.839996,135.169998,134.686005,134.839996,134.839996,0
2022-08-10,135.186996,135.294998,132.063004,135.186996,135.186996,0
2022-08-11,132.830002,133.304993,131.785995,132.830002,132.830002,0
2022-08-12,132.994003,133.869003,132.919998,132.994003,132.994003,0
2022-08-15,133.287994,133.535995,132.584,133.287994,133.287994,0
2022-08-16,133.143005,134.654007,132.973999,133.143005,133.143005,0
2022-08-17,134.276993,135.488998,133.923004,134.276993,134.276993,0
2022-08-18,134.944,135.406998,134.654007,134.944,134.944,0
2022-08-19,135.794998,137.199997,135.834,135.794998,135.794998,0
2022-08-22,137.041,137.647003,136.737,137.041,137.041,0
2022-08-23,137.546005,137.692993,135.882004,137.546005,137.546005,0
2022-08-24,136.733002,137.225006,136.192993,136.733002,136.733002,0
2022-08-25,137.080994,137.179993,136.326004,137.080994,137.080994,0
2022-08-26,136.563004,137.432999,136.360001,136.563004,136.563004,0
2022-08-29,137.630005,138.994995,138.098007,137.520004,137.520004,0
2022-08-30,138.595993,139.056,138.052994,138.595993,138.595993,0
2022-08-31,138.733994,138.876007,138.276001,138.733994,138.733994,0
2022-09-01,139.296005,140.218002,139.085999,139.296005,139.296005,0
2022-09-02,140.080994,140.794998,139.878006,140.080994,140.080994,0
2022-09-05,140.487,140.647003,140.128998,140.487,140.487,0
2022-09-06,140.429993,142.968002,140.251999,140.429993,140.429993,0
2022-09-07,143.151001,144.981995,142.979996,143.151001,143.151001,0
2022-09-08,144.128006,144.503998,143.337997,144.128006,144.128006,0
2022-09-09,143.856003,143.947006,141.505997,143.856003,143.856003,0
2022-09-12,142.595993,143.485992,142.257004,142.595993,142.595993,0
2022-09-13,142.585007,144.677002,141.895996,142.585007,142.585007,0
2022-09-14,144.404007,144.826004,142.557007,144.404007,144.404007,0
2022-09-15,142.923004,143.794006,142.949997,142.923004,142.923004,0
2022-09-16,143.365005,143.671997,142.871002,143.365005,143.365005,0
2022-09-19,142.764999,143.634003,142.695999,142.764999,142.764999,0
2022-09-20,143.223007,143.901001,142.962006,143.223007,143.223007,0
2022-09-21,143.602005,144.186996,143.378006,143.602005,143.602005,0
2022-09-22,144.315994,145.882996,140.397003,144.315994,144.315994,0
2022-09-23,142.279999,143.317001,141.781998,142.279999,142.279999,0
2022-09-26,143.511002,144.485992,143.438004,143.511002,143.511002,0
2022-09-27,144.459,144.839996,144.082001,144.459,144.459,0
2022-09-28,144.690994,144.817993,144.147995,144.690994,144.690994,0
2022-09-29,144.397995,144.785004,144.210007,144.397995,144.397995,0
2022-09-30,144.431,144.779999,144.214005,144.431,144.431,0
2022-10-03,144.815994,145.278,144.160995,144.815994,144.815994,0
2022-10-04,144.518997,144.921005,144.319,144.518997,144.518997,0
2022-10-05,143.787003,144.843994,143.556,143.787003,143.787003,0
2022-10-06,144.449005,145.132996,144.386993,144.449005,144.449005,0
2022-10-07,145.039001,145.326004,144.759995,145.039001,145.039001,0
2022-10-10,145.481995,145.817993,145.235992,145.481995,145.481995,0
2022-10-11,145.673996,145.845993,145.505005,145.673996,145.673996,0
2022-10-12,145.869995,146.960999,145.878998,145.869995,145.869995,0
2022-10-13,146.737,147.600998,146.662994,146.737,146.737,0
2022-10-14,147.292999,148.492004,147.110001,147.292999,147.292999,0
2022-10-17,148.632004,148.889999,148.431,148.632004,148.632004,0
2022-10-18,148.970993,149.285004,148.692993,148.970993,148.970993,0
2022-10-19,149.209,149.781006,149.123993,149.209,149.209,0
2022-10-20,149.820999,149.988998,149.567001,149.820999,149.820999,0
2022-10-21,150.175995,151.936996,146.320007,150.175995,150.175995,0
2022-10-24,147.819,149.451996,147.809006,147.819,147.819,0
2022-10-25,148.886993,148.996002,147.554993,148.886993,148.886993,0
2022-10-26,147.979996,148.403,146.408997,147.979996,147.979996,0
2022-10-27,146.134003,146.860992,145.156006,146.134003,146.134003,0
2022-10-28,146.274002,147.848007,146.028,146.274002,146.274002,0
2022-10-31,147.811996,148.841995,147.75,147.811996,147.811996,0
2022-11-01,148.737,148.807007,146.990997,148.737,148.737,0
2022-11-02,147.914993,147.964996,146.852005,147.914993,147.914993,0
2022-11-03,147.697998,148.427994,147.074005,148.279007,148.279007,0
